全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考
352039,FF2099000081,山口県山口市,山口市老人憩の家潮寿荘,ヤマグチシロウジンイコイノイエチョウジュソウ,,352039,3000,山口県山口市秋穂二島10438ｰ1,山口県,山口市,秋穂二島,10438ｰ1,,34.011175,131.408338,,,１階浴場付近通路,(083)984-2110,,,,,,,,,,,,,,,,,,,
352039,FF2099000082,山口県山口市,山口市小鯖高齢者生きがいセンター,ヤマグチシオゴオリコウレイシャイキガイセンター,,352039,90000,山口県山口市下小鯖654-6,山口県,山口市,下小鯖,654ｰ6,,34.127255,131.522975,,,１階玄関付近,(083)941-0235,,,,,,,,,,,,,,,,,,,
352039,FF2099000083,山口県山口市,山口市大内高齢者生きがいセンター,ヤマグチシオオウチコウレイシャイキガイセンター,,352039,36005,山口県山口市大内矢田北五丁目8ｰ28,山口県,山口市,大内矢田北五丁目,8ｰ28,,34.154448,131.510363,,,１階玄関付近,(083)927-7712,,,,,,,,,,,,,,,,,,,
352039,FF2099000084,山口県山口市,山口市宮野高齢者生きがいセンター,ヤマグチシミヤノコウレイシャイキガイセンター,,352039,150000,山口県山口市宮野下784-3,山口県,山口市,宮野下,784ｰ3,,34.189103,131.50372,,,１階玄関付近,(083)928-8253,,,,,,,,,,,,,,,,,,,
352039,FF2099000085,山口県山口市,山口市吉敷高齢者生きがいセンター,ヤマグチシヨシキコウレイシャイキガイセンター,,352039,159001,山口県山口市吉敷佐畑一丁目10-13,山口県,山口市,吉敷佐畑一丁目,10ｰ13,,34.16538,131.434493,,,１階玄関付近,(083)932-5320,,,,,,,,,,,,,,,,,,,
352039,FF2099000086,山口県山口市,山口市平川高齢者生きがいセンター,ヤマグチシヒラカワコウレイシャイキガイセンター,,352039,79000,山口県山口市黒川866-1,山口県,山口市,黒川,866ｰ1,,34.142321,131.456841,,,１階玄関付近,(083)928-8655,,,,,,,,,,,,,,,,,,,
352039,FF2099000087,山口県山口市,山口市陶高齢者生きがいセンター,ヤマグチシスエコウレイシャイキガイセンター,,352039,95000,山口県山口市陶571,山口県,山口市,陶,571,,34.091351,131.440103,,,１階玄関付近,(083)986-3310,,,,,,,,,,,,,,,,,,,
352039,FF2099000088,山口県山口市,山口市鋳銭司高齢者生きがいセンター,ヤマグチシスゼンジコウレイシャイキガイセンター,,352039,96000,山口県山口市鋳銭司5435-1,山口県,山口市,鋳銭司,5435ｰ1,,34.080496,131.448354,,,１階玄関付近,(083)986-3777,,,,,,,,,,,,,,,,,,,
352039,FF2099000089,山口県山口市,山口市名田島高齢者生きがいセンター,ヤマグチシナタジマコウレイシャイキガイセンター,,352039,131000,山口県山口市名田島1529,山口県,山口市,名田島,1529,,34.077098,131.415277,,,１階玄関付近,(083)972-1135,,,,,,,,,,,,,,,,,,,
352039,FF2099000090,山口県山口市,山口市秋穂二島高齢者生きがいセンター,ヤマグチシアイオフタジマコウレイシャイキガイセンター,,352039,3000,山口県山口市秋穂二島5551-1,山口県,山口市,秋穂二島,5551ｰ1,,34.034797,131.426076,,,１階玄関付近,(083)987-2100,,,,,,,,,,,,,,,,,,,
352039,FF2099000091,山口県山口市,山口市嘉川高齢者生きがいセンター,ヤマグチシカガワコウレイシャイキガイセンター,,352039,724,山口県山口市深溝10048-3,山口県,山口市,深溝,10048ｰ3,,34.044774,131.371334,,,１階玄関付近,(083)989-2530,,,,,,,,,,,,,,,,,,,
352039,FF2099000092,山口県山口市,山口市佐山高齢者生きがいセンター,ヤマグチシサヤマコウレイシャイキガイセンター,,352039,168000,山口県山口市佐山3875-2,山口県,山口市,佐山,3875ｰ2,,34.037439,131.350356,,,１階玄関付近,(083)989-6733,,,,,,,,,,,,,,,,,,,
352039,FF2099000093,山口県山口市,山口市小郡高齢者生きがいセンター,ヤマグチシオゴオリコウレイシャイキガイセンター,,352039,44000,山口県山口市小郡尾崎町3-11,山口県,山口市,小郡尾崎町,3ｰ11,,34.107917,131.394985,,,１階玄関付近,(083)973-0685,,,,,,,,,,,,,,,,,,,
352039,FF2099000094,山口県山口市,山口市秋穂デイサービスセンター,ヤマグチシアイオデイサービスセンター,,352039,2000,山口県山口市秋穂東3993,山口県,山口市,秋穂東,3993,,34.01497,131.44415,,,１階秋楽園医務室,(083)984-5772,,,,,,,,,,,,,,,,,,,
352039,FF2099000095,山口県山口市,山口市老人福祉館,ヤマグチシロウジンフクシカン,,352039,91000,山口県山口市下竪小路254,山口県,山口市,下竪小路,254,,34.181897,131.480587,,,１階児童館玄関,(083)922-7121,,,,,,,,,,,,,,,,,,,
352039,FF2099000096,山口県山口市,山口市阿東老人ホーム,ヨウゴロウジンホームヤマグチシアトウロウジンホーム,,352039,11000,山口県山口市阿東生雲中300,山口県,山口市,阿東生雲中,300,,34.38612,131.599762,,,１階診療室,(083)954-0120,,,,,,,,,,,,,,,,,,,
352039,FF2099000097,山口県山口市,山口市山口障害者福祉作業所かがやき,ヤマグチシヤマグチショウガイシャフクシサギョウショカガヤキ,,352039,91000,山口県山口市下竪小路103-3,山口県,山口市,下竪小路,103ｰ3,,34.181429,131.480305,,,１階作業室内,0,,,,,,,,,9:00,16:00,土、日曜日、祝日、年末年始を除く,,,,,,,,
352039,FF2099000098,山口県山口市,山口児童館,ヤマグチジドウカン,,352039,91000,山口県山口市下竪小路254,山口県,山口市,下竪小路,254,,34.181898,131.48059,,,１階玄関前,(083)-928-8656,,,,,,,,月～土,9:00,17:00,日曜日、祝祭日、年末年始は利用不可。,,,,,,,,
352039,FF2099000099,山口県山口市,三和児童館,サンワジドウカン,,352039,86000,山口県山口市三和町3-3,山口県,山口市,三和町,3ｰ3,,34.168429,131.470644,,,１階玄関前,(083)-922-7055,,,,,,,,月～土,9:00,17:00,"土曜日は13時から利用可能。
日曜日、祝祭日、年末年始は利用不可。",,,,,,,,
352039,FF2099000100,山口県山口市,小郡上郷児童館,オゴオリカミゴウジドウカン,,352039,46000,山口県山口市小郡上郷2159,山口県,山口市,小郡上郷,2159,,34.12889,131.41023,,,１階玄関前,(083)-972-0103,,,,,,,,月～土,13:00,17:00,日曜日、祝祭日、年末年始は利用不可。,,,,,,,,
352039,FF2099000101,山口県山口市,秋穂コミュニティセンター,アイオコミュニティセンター,,352039,2000,山口県山口市秋穂東6527-2,山口県,山口市,秋穂東,6527ｰ2,,34.013065,131.437901,,,１階玄関前,(083)-984-2130,,,,,,,,火～日,9:00,18:00,月曜日、祝祭日、年末年始は利用不可。,,,,,,,,
352039,FF2099000102,山口県山口市,なかよし第３学級,ナカヨシダイサンガッキュウ,,352039,93002,山口県山口市白石二丁目2ｰ19,山口県,山口市,白石二丁目,2ｰ19,,34.175933,131.469855,,,1階玄関前,(083)-922-0737,,,,,,,,月～土,14:00,18:00,"土曜日・長期休業期間は朝８時から開所。
日曜日、祝祭日、年末年始は利用不可。",,,,,,,,
352039,FF2099000103,山口県山口市,わくわく学級,ワクワクガッキュウ,,352039,96000,山口県山口市鋳銭司4058,山口県,山口市,鋳銭司,4058,,34.08472,131.451,,,1階玄関前,(083)-986-4737,,,,,,,,月～土,14:00,18:00,"土曜日・長期休業期間は朝８時から開所。
日曜日、祝祭日、年末年始は利用不可。",,,,,,,,
352039,FF2099000104,山口県山口市,おおぞら学級,オオゾラガッキュウ,,352039,67000,山口県山口市嘉川1399-1,山口県,山口市,嘉川,1399ｰ1,,34.076808,131.377813,,,1階教室内,(083)-988-0375,,,,,,,,月～土,14:00,18:00,"土曜日・長期休業期間は朝８時から開所。
日曜日、祝祭日、年末年始は利用不可。",,,,,,,,
352039,FF2099000105,山口県山口市,しらさぎ第２学級,シラサギダイニガッキュウ,,352039,61000,山口県山口市小郡緑町7-30,山口県,山口市,小郡緑町,7ｰ30,,34.090542,131.402007,,,1階玄関前,(083)-973-3630,,,,,,,,月～土,14:00,18:00,"土曜日・長期休業期間は朝８時から開所。
日曜日、祝祭日、年末年始は利用不可。",,,,,,,,
352039,FF2099000106,山口県山口市,山口保育園,ヤマグチホイクエン,,352039,9001,山口県山口市旭通り一丁目6-19,山口県,山口市,旭通り一丁目,6ｰ19,,34.168632,131.47116,,,１階玄関,(083)922-0354,,,,,,,,月火水木金土,7:30,19:00,日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000107,山口県山口市,東山保育園,ヒガシヤマホイクエン,,352039,138002,山口県山口市東山二丁目2-27,山口県,山口市,東山二丁目,2ｰ27,,34.176418,131.481404,,,1階事務室,(083)922-3850,,,,,,,,月火水木金土,7:30,19:00,日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000108,山口県山口市,大内保育園,オオウチホイクエン,,352039,36003,山口県山口市大内矢田北三丁目4-23,山口県,山口市,大内矢田北三丁目,4ｰ23,,34.157865,131.50336,,,1階事務室,(083)927-0001,,,,,,,,月火水木金土,7:30,19:00,日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000109,山口県山口市,陶保育園,スエホイクエン,,352039,95000,山口県山口市陶4666-1,山口県,山口市,陶,4666ｰ1,,34.094512,131.414927,,,1階事務室,(083)972-0936,,,,,,,,月火水木金土,7:30,18:00,日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000110,山口県山口市,楠木保育園,クスノキホイクエン,,352039,76000,山口県山口市楠木町1-44,山口県,山口市,楠木町,1ｰ44,,34.170033,131.454582,,,1階玄関,(083)923-1722,,,,,,,,月火水木金土,7:30,19:00,日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000111,山口県山口市,三の宮保育園,サンノミヤホイクエン,,352039,87000,山口県山口市芝崎町9-73,山口県,山口市,芝崎町,9ｰ73,,34.188236,131.489141,,,1階玄関,(083)924-0327,,,,,,,,月火水木金土,7:30,19:00,日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000112,山口県山口市,山口第二保育園,ヤマグチダイニホイクエン,,352039,86000,山口県山口市三和町9-2,山口県,山口市,三和町,9ｰ2,,34.16818,131.469189,,,1階玄関,(083)925-2181,,,,,,,,月火水木金土,7:30,18:00,日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000113,山口県山口市,小郡上郷保育園,オゴオリカミゴウホイクエン,,352039,52001,山口県山口市小郡新町一丁目18-27,山口県,山口市,小郡新町一丁目,18ｰ27,,34.113613,131.397572,,,1階玄関,(083)973-2561,,,,,,,,月火水木金土,7:30,19:00,土曜日は7時30分から18時まで利用可。日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000114,山口県山口市,小郡保育園,オゴオリホイクエン,,352039,51000,山口県山口市小郡大正町9-22,山口県,山口市,小郡大正町,9ｰ22,,34.097324,131.399373,,,1階事務所,(083)973-0340,,,,,,,,月火水木金土,7:30,19:00,土曜日は7時30分から18時まで利用可。日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000115,山口県山口市,あじす保育園,アジスホイクエン,,352039,10000,山口県山口市阿知須2735-1,山口県,山口市,阿知須,2735ｰ1,,34.014086,131.359417,,,1階事務所,(0836)65-2117,,,,,,,,月火水木金土,7:00,18:30,日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000116,山口県山口市,堀保育園,ホリホイクエン,,352039,120000,山口県山口市徳地堀1616,山口県,山口市,徳地堀,1616,,34.190167,131.658226,,,1階事務所,(0835)52-0266,,,,,,,,月火水木金土,7:30,18:00,土曜日は7時30分から12時30分まで利用可。日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000117,山口県山口市,地福保育園,ジフクホイクエン,,352039,17000,山口県山口市阿東地福上1962-1,山口県,山口市,阿東地福上,1962ｰ1,,34.359084,131.662256,,,1階玄関,(083)952-0172,,,,,,,,月火水木金土,8:00,18:00,土曜日は8時00分から12時30分まで利用可。日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000118,山口県山口市,徳佐保育園,トクサホイクエン,,352039,22000,山口県山口市阿東徳佐中3283-1,山口県,山口市,阿東徳佐中,3283ｰ1,,34.396286,131.723567,,,1階玄関,(083)956-0520,,,,,,,,月火水木金土,8:00,18:00,土曜日は8時00分から12時30分まで利用可。日曜日、祝日、臨時休園日は利用不可。,有,,,,,,,
352039,FF2099000119,山口県山口市,山口市保健センター,ヤマグチシホケンセンター,,352039,174002,山口県山口市糸米二丁目6-6,山口県,山口市,糸米二丁目,6ｰ6,,34.17529,131.460931,,,1階受付,(083)921-2666,,,,,,,,,8:30,17:15,,有,,,,,,,
352039,FF2099000120,山口県山口市,山口市休日・夜間急病診療所,ヤマグチシキュウジツヤカンキュウビョウシンリョウショ,,352039,174002,山口県山口市糸米二丁目6-6,山口県,山口市,糸米二丁目,6ｰ6,,34.17529,131.460931,,,1階外科,(083)925-2266,,,,,,,,,19:00,22:00,,有,,,,,,,
352039,FF2099000121,山口県山口市,"山口市小郡保健福祉センター",ヤマグチシオゴオリホケンフクシセンター,,352039,51000,山口県山口市小郡下郷609-5,山口県,山口市,小郡下郷,609ｰ5,,34.102182,131.393249,,,1階事務室,(083)973-8147,,,,,,,,月火水木金,8:30,17:15,原則として土日、祝日、年末年始は休館。,有,,,,,,,
352039,FF2099000122,山口県山口市,"山口市秋穂保健センター",ヤマグチシアイオホケンセンター,,352039,2000,山口県山口市秋穂東6570,山口県,山口市,秋穂東,6570,,34.01518,131.43942,,,1階ロビー,(083)984-8031,,,,,,,,月火水木金,8:30,17:15,原則として土日、祝日、年末年始は休館。保健事業等で職員不在の場合あり。,有,,,,,,,
352039,FF2099000123,山口県山口市,徳地保健センター,トクヂホケンセンター,,352039,120000,山口県山口市徳地堀1926-1,山口県,山口市,徳地堀,1926ｰ1,,34.189675,131.655296,,,1階事務室,(0835)52-1114,,,,,,,,,8:30,17:15,,有,,,,,,,
352039,FF2099000124,山口県山口市,山口市阿東保健センター,ヤマグチシアトウホケンセンター,,352039,22000,山口県山口市阿東徳佐中3382,山口県,山口市,阿東徳佐中,3382,,34.395857,131.720931,,,1階玄関,(083)956-0993,,,,,,,,,8:30,17:15,,有,,,,,,,
352039,FF2099000125,山口県山口市,大殿地域交流センター,オオドノチイキコウリュウセンター,,352039,39000,山口県山口市大殿大路120-4,山口県,山口市,大殿大路,120ｰ4,,34.183253,131.479772,,,１階風除室,(083)924-5592,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000126,山口県山口市,白石地域交流センター,シライシチイキコウリュウセンター,,352039,143001,山口県山口市本町一丁目1-25,山口県,山口市,本町一丁目,1ｰ25,,34.174037,131.473509,,,1階風除室,(083)922-0381,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000127,山口県山口市,湯田地域交流センター,ユダチイキコウリュウセンター,,352039,155005,山口県山口市湯田温泉五丁目5-50,山口県,山口市,湯田温泉五丁目,5ｰ50,,34.168044,131.456531,,,１階北側玄関口,(083)922-8218,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000128,山口県山口市,仁保地域交流センター,ニホチイキコウリュウセンター,,352039,136000,山口県山口市仁保中郷1041,山口県,山口市,仁保中郷,1041,,34.211705,131.558816,,,１階玄関ホール,(083)929-0105,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000129,山口県山口市,小鯖地域交流センター,オサバチイキコウリュウセンター,,352039,90000,山口県山口市下小鯖2519,山口県,山口市,下小鯖,2519,,34.127235,131.524426,,,２階男子トイレ前,(083)927-0021,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000130,山口県山口市,大内地域交流センター,オオウチチイキコウリュウセンター,,352039,36001,山口県山口市大内矢田北一丁目10ｰ11,山口県,山口市,大内矢田北一丁目,10ｰ11,,34.159751,131.502748,,,１階玄関ホール,(083)927-0473,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000131,山口県山口市,宮野地域交流センター,ミヤノチイキコウリュウセンター,,352039,150000,山口県山口市宮野下3054,山口県,山口市,宮野下,3054,,34.200087,131.507945,,,１階風除室,(083)928-0250,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000132,山口県山口市,吉敷地域交流センター,ヨシキチイキコウリュウセンター,,352039,159001,山口県山口市吉敷佐畑一丁目4-1,山口県,山口市,吉敷佐畑一丁目,4ｰ1,,34.166262,131.432677,,,１階エレベーター前,(083)922-3915,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000133,山口県山口市,平川地域交流センター,ヒラカワチイキコウリュウセンター,,352039,139000,山口県山口市平井1665,山口県,山口市,平井,1665,,34.142689,131.454564,,,１階玄関,(083)922-4235,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000134,山口県山口市,大歳地域交流センター,オオトシチイキコウリュウセンター,,352039,152000,山口県山口市矢原1407-5,山口県,山口市,矢原,1407ｰ5,,34.148993,131.440026,,,１階風除室,(083)922-4035,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000135,山口県山口市,徳地地域交流センター島地分館,トクヂチイキコウリュウセンターシマヂブンカン,,352039,114000,山口県山口市徳地島地96-2,山口県,山口市,徳地島地,96ｰ2,,34.160876,131.702292,,,"１階廊下大集会室１入口",(0835)54-0001,,,,,,,,,8:30,17:15,,,,,,,,,
352039,FF2099000136,山口県山口市,徳地地域交流センター串分館,トクヂチイキコウリュウセンタークシブンカン,,352039,113000,山口県山口市徳地鯖河内1629-1,山口県,山口市,徳地鯖河内,1629ｰ1,,34.196779,131.729754,,,１階玄関ホール奥,(0835)54-0222,,,,,,,,,8:30,17:15,,,,,,,,,
352039,FF2099000137,山口県山口市,徳地地域交流センター八坂分館,トクヂチイキコウリュウセンターヤサカブンカン,,352039,122000,山口県山口市徳地八坂975,山口県,山口市,徳地八坂,975,,34.232085,131.66281,,,１階事務室入口横,(0835)56-0301,,,,,,,,,8:30,17:15,,,,,,,,,
352039,FF2099000138,山口県山口市,徳地地域交流センター柚野分館,トクヂチイキコウリュウセンターユノブンカン,,352039,115000,山口県山口市徳地野谷349-2,山口県,山口市,徳地野谷,349ｰ2,,34.303801,131.685943,,,１階ホール,(0835)58-0001,,,,,,,,,8:30,17:15,,,,,,,,,
352039,FF2099000139,山口県山口市,阿東地域交流センター,アトウチイキコウリュウセンター,,352039,22000,山口県山口市阿東徳佐中3425-1,山口県,山口市,阿東徳佐中,3425ｰ1,,34.398629,131.721227,,,１階エントランスホール内,(083)956-0116,,,,,,,,,8:30,17:15,年末年始利用不可（12月29日から1月3日まで閉館）,,,,,,,,
352039,FF2099000140,山口県山口市,阿東地域交流センター篠生分館,アトウチイキコウリュウセンターシノブブンカン,,352039,13000,山口県山口市阿東生雲東分74-6,山口県,山口市,阿東生雲東分,74ｰ6,,34.304355,131.577386,,,１階エントランス,(083)955-0111,,,,,,,,,8:30,17:15,土、日曜日、祝祭日、年末年始を除く。,,,,,,,,
352039,FF2099000141,山口県山口市,阿東地域交流センター生雲分館,アトウチイキコウリュセンターイクモブンカン,,352039,11000,山口県山口市阿東生雲中188-2,山口県,山口市,阿東生雲中,188ｰ2,,34.381789,131.601939,,,１階玄関ホール,(083)954-0044,,,,,,,,,8:30,17:15,土、日曜日、祝祭日、年末年始を除く。,,,,,,,,
352039,FF2099000142,山口県山口市,山口市阿東老人福祉センター（阿東地域交流センター地福分館）,ヤマグチシアトウロウジンフクシセンター（アトウチイキコウリュウセンタージフクブンカン）,,352039,17000,山口県山口市阿東地福上1697,山口県,山口市,阿東地福上,1697,,34.361958,131.668852,,,１階分館事務室前,(083)952-0301,,,,,,,,,8:30,17:15,土、日曜日、祝祭日、年末年始を除く。,,,,,,,,
352039,FF2099000143,山口県山口市,嘉年基幹集落センター（阿東地域交流センター嘉年分館）,カネキカンシュウラクセンター（アトウチイキコウリュウセンターカネブンカン）,,352039,15000,山口県山口市阿東嘉年下28-1,山口県,山口市,阿東嘉年下,28ｰ1,,34.464549,131.674057,,,１階,(083)958-0111,,,,,,,,,8:30,17:15,土、日曜日、祝祭日、年末年始を除く。,,,,,,,,
352039,FF2099000144,山口県山口市,陶地域交流センター,スエチイキコウリュウセンター,,352039,95000,山口県山口市陶2595,山口県,山口市,陶,2595,,34.089906,131.43096,,,１階玄関ホール,(083)972-1318,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000145,山口県山口市,鋳銭司地域交流センター,スゼンジチイキコウリュウセンター,,352039,96000,山口県山口市鋳銭司5675ｰ1,山口県,山口市,鋳銭司,5675ｰ1,,34.079351,131.446206,,,１階玄関ホール,(083)986-2360,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000146,山口県山口市,名田島地域交流センター,ナタジマチイキコウリュウセンター,,352039,131000,山口県山口市名田島1218-1,山口県,山口市,名田島,1218ｰ1,,34.084188,131.41237,,,１階玄関ホール,(083)972-6720,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000147,山口県山口市,二島地域交流センター,フタジマチイキコウリュウセンター,,352039,3000,山口県山口市秋穂二島5990,山口県,山口市,秋穂二島,5990,,34.03793269,131.4228435,,,１階玄関ホール,(083)987-2059,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000148,山口県山口市,嘉川地域交流センター,カガワチイキコウリュウセンター,,352039,67000,山口県山口市嘉川4651-1,山口県,山口市,嘉川,4651ｰ1,,34.067774,131.369657,,,１階エントランスホール,(083)989-2018,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000149,山口県山口市,佐山地域交流センター,サヤマチイキコウリュウセンター,,352039,168000,山口県山口市佐山2726-1,山口県,山口市,佐山,2726ｰ1,,34.03604651,131.359889,,,１階玄関ホール,(083)989-3525,,,,,,,,月火水木金土日,8:30,22:00,12/29から翌年1/3までは休館,有,https://www.city.yamaguchi.lg.jp/soshiki/25/4286.html,,,,,,
352039,FF2099000150,山口県山口市,小郡地域交流センター,オゴオリチイキコウリュウセンター,,352039,51000,山口県山口市小郡下郷609-1,山口県,山口市,小郡下郷,609ｰ1,,34.102449,131.392379,,,１階玄関風除室,(083)973-0638,,,,,,,,月火水木金土日,8:30,22:00,,有,,,,,,,
