全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考
352039,FF2099000151,山口県山口市,秋穂地域交流センター,アイオチイキコウリュウセンター,,352039,2000,山口県山口市秋穂東6823-1,山口県,山口市,秋穂東,6823ｰ1,,34.019071,131.433237,,,１階交流ロビー,(083)984-2132,,,,,,,,,8:30,17:15,年末年始利用不可（12月28日午後5時から1月3日まで閉館）,有,,,,,,,
352039,FF2099000152,山口県山口市,阿知須総合支所・阿知須地域交流センター,アジスソウゴウシショ・アジスチイキコウリュウセンター,,352039,10000,山口県山口市阿知須2743,山口県,山口市,阿知須,2743,,34.01269,131.35929,,,２Fホワイエ（階段付近）,(0836)65-2022,,,,,,,,,8:30,22:00,,有,,,,,,,休日の8：30から17：15は日直にて対応可。
352039,FF2099000153,山口県山口市,やまぐちリフレッシュパーク,ヤマグチリフレッシュパーク,,352039,34000,山口県山口市大内長野1107,山口県,山口市,大内長野,1107,,34.15847,131.52289,,,１階受付前,0,,,,,,,,,9:00,22:00,,,,,,,,,
352039,FF2099000154,山口県山口市,山口市スポーツの森,ヤマグチシスポーツノモリ,,352039,149000,山口県山口市宮野上237,山口県,山口市,宮野上,237,,34.20754,131.50673,,,１階受付前,0,,,,,,,,,9:00,22:00,,,,,,,,,
352039,FF2099000155,山口県山口市,山口市南部運動広場,ヤマグチシナンブウンドウヒロバ,,352039,67000,山口県山口市嘉川5458-1,山口県,山口市,嘉川,5458ｰ1,,34.071167,131.385255,,,１階事務所内,0,,,,,,,,,9:00,22:00,,,,,,,,,
352039,FF2099000156,山口県山口市,やまぐちサッカー交流広場,ヤマグチサッカーコウリュウヒロバ,,352039,119000,山口県山口市徳地船路890,山口県,山口市,徳地船路,890,,34.237358,131.65417,,,１階受付前,0,,,,,,,,,9:00,22:00,,,,,,,,,
352039,FF2099000157,山口県山口市,山口南総合センター,ヤマグチミナミソウゴウセンター,,352039,131000,山口県山口市名田島1218-1,山口県,山口市,名田島,1218ｰ1,,34.084444,131.412175,,,１階受付横,(083)972-8333,,,,,,,,火水木金土日,9:00,22:00,月曜日（月曜日が祝祭日の際はその翌日以降の平日）、年末年始は休館のため利用不可,無,https://www.y-nanso.com/,,,,,,
352039,FF2099000158,山口県山口市,山口市大海総合センター,ヤマグチシオオミソウゴウセンター,,352039,2000,山口県山口市秋穂東1130-5,山口県,山口市,秋穂東,1130ｰ5,,34.02974,131.46506,,,１階エントランス,(083)984-2053,,,,,,,,,8:30,22:00,年末年始利用不可（12月28日午後5時から1月3日まで閉館）,有,,,,,,,
352039,FF2099000159,山口県山口市,山口市小郡文化体育館,ヤマグチシオゴオリブンカタイイクカン,,352039,51000,山口県山口市小郡下郷1440-1,山口県,山口市,小郡下郷,1440ｰ1,,34.102074,131.401575,,,１階体育館入口,0,,,,,,,,,8:30,22:00,,,,,,,,,
352039,FF2099000160,山口県山口市,亀山公園管理事務所,カメヤマコウエンカンリジムショ,,352039,725,山口県山口市中河原73-1,山口県,山口市,中河原,73ｰ1,,34.18024619,131.4755727,,,１階管理事務所内,(083)923-6759,,,,,,,,月火水木金土日,9:00,21:00,年末年始利用不可（12月29日から1月3日まで閉館）,有,,,,,,,
352039,FF2099000161,山口県山口市,山口市小郡屋内プール,ヤマグチシオゴオリオクナイプール,,352039,51000,山口県山口市小郡下郷221-4,山口県,山口市,小郡下郷,221ｰ4,,34.109395,131.403542,,,１階受付前,0,,,,,,,,,10:00,21:00,,,,,,,,,
352039,FF2099000162,山口県山口市,あすなろ第１教室,アスナロダイイチキョウシツ,,352039,56000,山口県山口市小郡平砂町4ｰ1,山口県,山口市,小郡平砂町,4ｰ1,,34.0888713,131.392799,,,１階玄関,(083)973-6257,,,,,,,,月火水木金,9:30,15:15,土、日曜日、祝祭日、臨時休校日は利用不可。,,,,,,,,
352039,FF2099000163,山口県山口市,山口市阿知須体育センター,ヤマグチシアジスタイイクセンター,,352039,10000,山口県山口市阿知須2751,山口県,山口市,阿知須,2751,,34.00256,131.33099,,,１階入口壁横,,,,,,,,,,8:30,22:00,,,,,,,,,
352039,FF2099000164,山口県山口市,あすなろ第２教室,アスナロダイニキョウシツ,,352039,9002,山口県山口市旭通り二丁目6ｰ11,山口県,山口市,旭通り二丁目,6ｰ11,,34.1675616,131.4731952,,,１階職員室,(083)932-3084,,,,,,,,月火水木金,9:30,15:15,土、日曜日、祝祭日、臨時休校日は利用不可。,,,,,,,,
352039,FF2099000165,山口県山口市,山口市徳地体育館,ヤマグチシトクヂタイイクカン,,352039,120000,山口県山口市徳地堀1537,山口県,山口市,徳地堀,1537,,34.189344,131.661196,,,１階事務所横（アリーナ側）,(0835)52-0217,,,,,,,,,8:30,22:00,,,,,,,,,
352039,FF2099000166,山口県山口市,なかいち学級,ナカイチガッキュウ,,352039,126000,山口県山口市中市町3-8,山口県,山口市,中市町,3ｰ8,,34.17799,131.4793,,,２階教室テレビ横,083-902-7510,,,,,,,,月火水木金土,14:00,18:00,"土曜日、長期休業期間は朝８時から開所。
日曜日、祝祭日、年末年始は利用不可。",有,,,,,,,
352039,FF2099000167,山口県山口市,山口ふれあい館,ヤマグチフレアイヤカタ,,352039,149000,山口県山口市宮野上1222,山口県,山口市,宮野上,1222,,34.21947802,131.5129744,,,１階エントランス奥２階共用通路,(083)923-3351,,,,,,,,火水木金土日,9:00,19:00,温泉利用時間は10:20-18:00(6月-8月は10:20ｰ19:00)、月曜日（月曜日が祝祭日の際はその翌日以降の平日）祝祭日翌日、年末年始は休館のため利用不可,有,https://www.fureaiyakata.com/,,,,,,
352039,FF2099000168,山口県山口市,山口総合支所,ヤマグチソウゴウシショ,,352039,73000,山口県山口市亀山町2-1,山口県,山口市,亀山町,2ｰ1,,34.178517,131.473805,,,1階総合案内前,(083)934-2731,,,,,,,,月火水木金,8:30,17:15,土、日曜日、祝祭日、年末年始を除く。,有,,,,,,,
352039,FF2099000169,山口県山口市,小郡総合支所,オゴオリソウゴウシショ,,352039,51000,山口県山口市小郡下郷609-1,山口県,山口市,小郡下郷,609ｰ1,,34.102449,131.392379,,,1階正面玄関前（授乳室前）,(083)-973-8162,,,,,,,,,8:30,17:15,,有,,,,,,,
352039,FF2099000170,山口県山口市,秋穂総合支所,アイオソウゴウシショ,,352039,2000,山口県山口市秋穂東6570,山口県,山口市,秋穂東,6570,,34.01518,131.43942,,,2階市民ホール,(083)-984-2121,,,,,,,,月火水木金,8:30,17:15,祝日及び年末年始（12月29日から1月3日まで)は利用不可。,有,,,,,,,
352039,FF2099000171,山口県山口市,阿知須総合支所・阿知須地域交流センター,アジスソウゴウシショ・アジスチイキコウリュウセンター,,352039,10000,山口県山口市阿知須2743,山口県,山口市,阿知須,2743,,34.01267,131.35882,,,正面玄関付近,(0836)65-4111,,,,,,,,月火水木金,8:30,17:15,祝日及び年末年始（12月29日から1月3日まで)は利用不可,有,,,,,,,休日の8：30から17：15は日直にて対応可。
352039,FF2099000172,山口県山口市,徳地総合支所,トクヂソウゴウシショ,,352039,120000,山口県山口市徳地堀1561ｰ1,山口県,山口市,徳地堀,1561ｰ1,,34.190584,131.66064,,,1階セントラルロビー,(0835)52-1112,,,,,,,,,8:30,17:15,,有,,,,,,,
352039,FF2099000173,山口県山口市,阿東総合支所,アトウソウゴウシショ,,352039,22000,山口県山口市阿東徳佐中3417-2,山口県,山口市,阿東徳佐中,3417ｰ2,,34.397129,131.720745,,,1階玄関ホール,(083)956-0998,,,,,,,,,8:30,17:15,,,,,,,,,
352039,FF2099000174,山口県山口市,河原谷公園事務所,カワラダニコウエンジムショ,,352039,168000,山口県山口市佐山字村山,山口県,山口市,佐山,字村山,,34.043061,131.323316,,,１階公園事務所内,(083)989-6804,,,,,,,,月火水木金土日,9:00,17:00,年末年始利用不可（12月29日から1月3日まで閉館）,無,,,,,,,
352039,FF2099000175,山口県山口市,願成就温泉センター,ガンジョウジュオンセンセンター,,352039,20000,山口県山口市阿東徳佐上10002-116,山口県,山口市,阿東徳佐上,10002ｰ116,,34.434356,131.770366,,,１階遊湯館事務室,(083)957-0118,,,,,,,,,9:00,20:30,定休日：第３水曜日,,https://www.ganjojuonsen.com/,,,,,,
352039,FF2099000176,山口県山口市,十種ヶ峰ウッドパーク,トクサガミネウッドパーク,,352039,15000,山口県山口市阿東嘉年下11505-1,山口県,山口市,阿東嘉年下,11505ｰ1,,34.452138,131.696037,,,１階管理棟,(083)958-0809,,,,,,,,,9:00,16:00,定休日：毎週火曜日,,http://www.woodpark.jp/,,,,,,
352039,FF2099000177,山口県山口市,重源の郷体験交流公園,チョウゲンノサトタイケンコウリュウコウエン,,352039,117000,山口県山口市徳地深谷1137,山口県,山口市,徳地深谷,1137,,34.215741,131.702159,,,１階花ひとえ事務室,(0835)52-1250,,,,,,,,月火木金土日,9:30,17:00,リニューアル工事の為、休園中。再開は、令和6年度末を予定しています。,,http://chogen.co.jp/,,,,,,
352039,FF2099000178,山口県山口市,大原湖キャンプ場,オオハラコキャンプジョウ,,352039,115000,山口県山口市徳地野谷605,山口県,山口市,徳地野谷,605,,34.298028,131.683413,,,１階管理棟,(0835)58-0200,,,,,,,,月火水木金土日,8:30,16:00,12月29日から1月3日まで休場,,http://www.c-able.ne.jp/~oharako/,,,,,,
352039,FF2099000179,山口県山口市,山口勤労者総合福祉センター,ヤマグチキンロウシャソウゴウフクシセンター,,352039,155005,山口県山口市湯田温泉五丁目5-22,山口県,山口市,湯田温泉五丁目,5ｰ22,,34.168414,131.45616,,,1階事務室内,(083)933-0001,,,,,,,,火水木金土日,9:00,22:00,12月29日から1月3日を除く,有,http://www.sunfresh.jp/,,,,,,
352039,FF2099000180,山口県山口市,山口市働く婦人の家,ヤマグチシハタラクフジンノイエ,,352039,155005,山口県山口市湯田温泉五丁目1-1,山口県,山口市,湯田温泉五丁目,1ｰ1,,34.168168,131.457647,,,1階事務室前,(083)921-1929,,,,,,,,8月14～16日、12月29日～1月5日を除く日,8:00,21:00,,有,http://www.y-caliente.jp/,,,,,,
352039,FF2099000181,山口県山口市,山口ふるさと伝承総合センター,ヤマグチフルサトデンショウソウゴウセンター,,352039,91000,山口県山口市下竪小路12,山口県,山口市,下竪小路,12,,34.18402,131.47815,,,１階風除室（玄関）,(083)928-3333,,,,,,,,8月14日～16日、12月29日～1月5日を除く日,9:00,17:00,,有,http://y-densho.sblo.jp/,,,,,,
352039,FF2099000182,山口県山口市,"道の駅仁保の郷（山口市地域特産物販売促進センター）",ミチノエキニホノサト（ヤマグチシチイキトクサンブツハンバイソクシンセンター）,,352039,136000,山口県山口市仁保中郷1034,山口県,山口市,仁保中郷,1034,,34.211073,131.559435,,,１階トイレ前,(083)929-0480,,,,,,,,月火木金土日,8:30,17:00,毎週水曜日、12月31日から1月2日まで,有,https://www.nihonosato.com/,,,,,,
352039,FF2099000183,山口県山口市,"山口森林ふれあいセンター",ヤマグチシンリンフレアイセンター,,352039,34000,山口県山口市大内長野1978,山口県,山口市,大内長野,1978,,34.16652,131.5125,,,１階玄関,(083)927-2039,,,,,753-0211,,,月火水木金土,9:00,17:00,日、祝日、8月13日ｰ16日、年末年始(12月29日から1月5日)は休日,有,,,,,,,
352039,FF2099000184,山口県山口市,道の駅長門峡（阿東総合交流ターミナル）,ミチノエキチョウモンキョウ（アトウソウゴウコウリュウターミナル）,,352039,13000,山口県山口市阿東生雲東分47-1,山口県,山口市,阿東生雲東分,47ｰ1,,34.30315,131.576268,,,１階インフォメーション,(083)955-0777,,,,,,,,月火水木金土日,9:30,18:00,【定休日】原則第2・4火曜日（8月第4火曜日　11月定休日なし）,有,,,,,,,
352039,FF2099000185,山口県山口市,阿東ふるさと交流促進センター,アトウフルサトコウリュウソクシンセンター,,352039,22000,山口県山口市阿東徳佐中3628,山口県,山口市,阿東徳佐中,3628,,34.39967,131.72566,,,１階ロビー,(083)959-2526,,,,,,,,,9:00,18:00,,有,,,,,,,
352039,FF2099000186,山口県山口市,道の駅きららあじす,ミチノエキキララアジス,,352039,10000,山口県山口市阿知須10509-88,山口県,山口市,阿知須,10509ｰ88,,34.0127247,131.3695451,,,１Ｆホール,(0836)66-1001,,,,,,,,月火水木金土日,8:30,18:00,3月・6月・9月・12月の第2火曜日、1月1日,有,https://kiraraajisu.jp/,,,,,,
352039,FF2099000187,山口県山口市,道の駅あいお,ミチノエキアイオ,,352039,2000,山口県山口市秋穂東1520-4,山口県,山口市,秋穂東,1520ｰ4,,34.028812,131.457272,,,１階展示販売施設,(083)984-5704,,,,,,,,月火水木金土日,9:00,18:00,【定休日】第2・第4水曜日（但し祝日の場合は営業）、年末年始,有,https://michinoeki-aio.com,,,,,,
352039,FF2099000188,山口県山口市,山口市仁保斎場,ヤマグチシニホサイジョウ,,352039,135000,山口県山口市仁保下郷10035-1,山口県,山口市,仁保下郷,10035ｰ1,,34.200331,131.770366,,,１階事務室,(083)929-0990,,,,,753-0303,,,月火水木金土日,8:30,17:15,1月1日は休日,有,,,,,,,
352039,FF2099000189,山口県山口市,"山口市嘉川斎場（浄明苑）",ヤマグチシカガワサイジョウ（ジョウミョウエン）,,352039,67000,山口県山口市嘉川5500,山口県,山口市,嘉川,5500,,34.07284,131.38972,,,１階正面玄関付近,(083)989-4969,,,,,754-0897,,,月火水木金土日,8:30,17:15,1月1日は休日,有,,,,,,,
352039,FF2099000190,山口県山口市,山口市徳地斎場,ヤマグチシトクヂサイジョウ,,352039,115000,山口県山口市徳地野谷10032-5,山口県,山口市,徳地野谷,10032ｰ5,,34.269827,131.647158,,,１階エントランス,(0835)56-0690,,,,,747-0401,,,月火水木金土日,8:30,17:15,1月1日は休日,有,,,,,,,
352039,FF2099000191,山口県山口市,山口市阿東火葬場,ヤマグチシアトウカソウジョウ,,352039,18000,山口県山口市阿東地福下12112,山口県,山口市,阿東地福下,12112,,34.351369,131.638862,,,１階待合室,(083)952-0817,,,,,759-1422,,,月火水木金土日,8:30,17:15,1月1日は休日,有,,,,,,,
352039,FF2099000192,山口県山口市,山口市阿知須合同納骨塔,ヤマグチシアジスゴウドウノウコツトウ,,352039,10000,山口県山口市阿知須10649-1,山口県,山口市,阿知須,10649ｰ1,,34.004165,131.349446,,,１階管理事務所,(0836)65-5169,,,,,,,,月火水木金土日,8:30,17:15,,有,,,,,,,
352039,FF2099000193,山口県山口市,山口隣保館別館,ヤマグチリンポカンベッカン,,352039,86000,山口県山口市三和町13-19,山口県,山口市,三和町,13ｰ19,,34.16653,131.46881,,,１階玄関,(083)-922-7055,,,,,,,,月火水木金土日,8:30,22:00,年末年始は休館。貸館使用時のみ利用可,無,,,,,,,
352039,FF2099000194,山口県山口市,陶隣保館,スエリンポカン,,352039,95000,山口県山口市陶4713-1,山口県,山口市,陶,4713ｰ1,,34.09706,131.412229,,,１階玄関ホール,(083)972-6170,,,,,,,,月火水木金,8:30,17:15,祝日及び年末年始(12/29～1/3)は利用不可。,有,,,,,,,
352039,FF2099000195,山口県山口市,山口市男女共同参画センター,ヤマグチシダンジョキョウドウサンカクセンター,,352039,103002,山口県山口市中央二丁目5-1,山口県,山口市,中央二丁目,5ｰ1,,34.177196,131.474199,,,２階ロビー,(083)934-2841,,,,,,,,火水木金土日,9:00,21:00,土日は9:00-17:00。月、祝日、年末年始(12月29日から1月3日)は休日,有,https://www.city.yamaguchi.lg.jp/site/djc/,,,,,,
352039,FF2099000196,山口県山口市,山口市清掃工場,ヤマグチシセイソウコウジョウ,,352039,178000,山口県山口市大内御堀496,山口県,山口市,大内御堀,496,,34.17165,131.50763,,,２階管理棟事務室受付前,(083)927-0020,,,,,,,,月火水木金,8:30,17:15,,有,,,,,,,
352039,FF2099000197,山口県山口市,山口市不燃物中間処理センター,ヤマグチシフネンブツチュウカンショリセンター,,352039,150000,山口県山口市宮野下11782-1,山口県,山口市,宮野下,11782ｰ1,,34.17568,131.504488,,,１階管理棟事務室受付前,(083)941-0051,,,,,,,,月火水木金土,8:30,17:00,土曜日は8時30分から12時まで利用可,有,,,,,,,
352039,FF2099000198,山口県山口市,山口市リサイクルプラザ,ヤマグチシリサイクルプラザ,,352039,178000,山口県山口市大内御堀10489-8,山口県,山口市,大内御堀,10489ｰ8,,34.174874,131.505298,,,１階本館階段横,(083)927-7122,,,,,,,,,9:00,17:00,休館日は毎週月曜日(祝日除く)と祝日の翌日(日曜日除く)。,無,http://www.c-able.ne.jp/~ymgplaza/,,,,,,
352039,FF2099000199,山口県山口市,山口市民会館,ヤマグチシミンカイカン,,352039,103002,山口県山口市中央二丁目5-1,山口県,山口市,中央二丁目,5ｰ1,,34.177196,131.474199,,,１階エントランスホール,(083)923-1000,,,,,,,,年末年始以外,8:30,17:15,夜間貸館利用時は最大22時まで利用可。,有,http://yamaguchi-civichall.com/,,,,,,
352039,FF2099000200,山口県山口市,山口情報芸術センター,ヤマグチジョウホウゲイジュツセンター,,352039,130000,山口県山口市中園町7-7,山口県,山口市,中園町,7ｰ7,,34.169425,131.467059,,,１階情報芸術センターコミュニティスペース,(083)901-2222,,,,,,,,月水木金土日,10:00,20:00,夜間ｲﾍﾞﾝﾄ開催時は22時まで利用可。※火曜日が祝日の場合は翌日、年末年始を除く,有,https://www.ycam.jp/,,,,,,
352039,FF2099000201,山口県山口市,クリエイティブ・スペース赤れんが,クリエイティブスペースアカレンガ,,352039,725,山口県山口市中河原5-12,山口県,山口市,中河原,5ｰ12,,34.179758,131.477785,,,１階ロビー（中庭側）,(083)928-6666,,,,,,,,火水木金土日,9:00,17:00,夜間ｲﾍﾞﾝﾄ開催時は22時まで利用可。※月曜日が祝日の場合は翌日、年末年始を除く,有,https://www.akarenga.justhpbs.jp,,,,,,
352039,FF2099000202,山口県山口市,中原中也記念館,ナカハラチュウヤキネンカン,,352039,155001,山口県山口市湯田温泉一丁目11-21,山口県,山口市,湯田温泉一丁目,11ｰ21,,34.164765,131.457812,,,１階エントランス入口（風除室）,(083)932-6430,,,,,,,,火水木金土日,9:00,17:00,5～10月までは9時から18時まで利用可。※月曜日が祝日の場合は翌日、毎月最終火曜日、年末年始、その他展示替え期間などの臨時休館日を除く,有,https://www.chuyakan.jp,,,,,,
352039,FF2099000203,山口県山口市,山口市菜香亭,ヤマグチシサイコウテイ,,352039,104001,山口県山口市天花一丁目2-7,山口県,山口市,天花一丁目,2ｰ7,,34.188059,131.480043,,,１階玄関,(083)934-3312,,,,,,,,月水木金土日,9:00,17:00,夜間貸館利用時は最大22時まで利用可。※火曜が祝日の場合は祝祭日でない次の平日、年末年始を除く,有,https://saikoutei.jp,,,,,,
352039,FF2099000204,山口県山口市,嘉村礒多生家　帰郷庵,カムライソタセイカキキョウアン,,352039,134000,山口県山口市仁保上郷2397-1,山口県,山口市,仁保上郷,2397ｰ1,,34.255233,131.608027,,,１階土間（かまど横）,(083)929-0433,,,,,,,,年末年始以外,9:00,17:00,古民家体験利用時は13時から翌11:00まで利用可。,無,http://kamura-isota.jp/,,,,,,
352039,FF2099000205,山口県山口市,国民宿舎　秋穂荘,コクミンシュクシャアイオソウ,,352039,2000,山口県山口市秋穂東10768ｰ13,山口県,山口市,秋穂東,10768ｰ13,,33.993405,131.435795,,,１階フロント付近,(083)984-2201,,,,,,,,月火水木金土日,,,,,http://www.aioso.com/,,,,,,
352039,FF2099000206,山口県山口市,山口市立上郷小学校,ヤマグチシリツカミゴウショウガッコウ,,352039,63002,山口県山口市小郡みらい町二丁目14-1,山口県,山口市,小郡みらい町二丁目,14ｰ1,,34.121557,131.39811,,,１階図書館入口,(083)973-3120,,,,,,,,,,,,,,,,,,,
352039,FF2099000208,山口県山口市,山口総合支所別館,ヤマグチソウゴウシショベッカン,,352039,103005,山口県山口市中央五丁目14-22,山口県,山口市,中央五丁目,14ｰ22,,34.170687,131.469169,,,１階玄関ロビー,(083)934-2859,,,,,,,,月火水木金,8:30,17:15,土、日曜日、祝祭日、年末年始を除く。,有,,,,,,,
352039,FF2099000209,山口県山口市,徳地地域交流センター,トクヂチイキコウリュウセンター,,352039,120000,山口県山口市徳地堀1561-1,山口県,山口市,徳地堀,1561ｰ1,,34.190584,131.660637,,,２階エレベーター前,(0835)52-0217,,,,,,,,,8:30,17:15,,,,,,,,,
352039,FF2099000210,山口県山口市,山口市島地温泉ふれあいセンター,ヤマグチシシマジオンセンフレアイセンター,,352039,114000,山口県山口市徳地島地2102-4,山口県,山口市,徳地島地,2102ｰ4,,34.159222,131.7028,,,１階風除室,(0835)54-4545,,,,,,,,月火木金土日,10:00,20:00,水曜日休館（祝日の場合は翌営業日）12/29～翌年1/3は休館,有,https://www.city.yamaguchi.lg.jp/map/7187.html,,,,,,
352039,FF2099000211,山口県山口市,湯田温泉観光案内所,ユダオンセンカンコウアンナイショ,,352039,155002,山口県山口市湯田温泉二丁目1-23,山口県,山口市,湯田温泉二丁目,1ｰ23,,34.16434,131.456839,,,１階カウンター付近,(083)901-0150,,,,,,,,月火水木金土日,9:00,18:00,,,,,,,,,
352039,FF2099000212,山口県山口市,香山公園前観光案内所,コウザンコウエンマエカンコウアンナイショ,,352039,80000,山口県山口市香山町6-11,山口県,山口市,香山町,6ｰ11,,34.18918,131.473783,,,１階カウンター付近,(083)934-6630,,,,,,,,月火水木金土日,9:00,18:00,,,,,,,,,
352039,FF2099000213,山口県山口市,湯田温泉観光回遊拠点施設狐の足あと,ユダオンセンカンコウカイユウキョテンシセツキツネノアシアト,,352039,155002,山口県山口市湯田温泉二丁目1-3,山口県,山口市,湯田温泉二丁目,1ｰ3,,34.164439,131.45738,,,１階事務室,(083)921-8818,,,,,,,,月火水木金土日,8:00,22:00,,,http://www.yuda-onsen.jp/,,,,,,
352039,FF2099000214,山口県山口市,新山口駅観光交流センター,シンヤマグチエキカンコウコウリュウセンター,,352039,180001,山口県山口市小郡令和一丁目2ｰ6,山口県,山口市,小郡令和一丁目,2ｰ6,,34.094223,131.395646,,,２階カウンター付近,(083)902-0037,,,,,,,,月火水木金土日,9:00,18:00,,,,,,,,,
352039,FF2099000215,山口県山口市,新山口駅南北自由通路,シンヤマグチエキナンボクジユウツウロ,,352039,180001,山口県山口市小郡令和一丁目1291ｰ14,山口県,山口市,小郡令和一丁目,1291ｰ14,,34.094223,131.395646,,,３階南北自由通路,0,,,,,,,,月火水木金土日,,,,無,,,,,,,
352039,FF2099000216,山口県山口市,山口市徳地高齢者・若者活性化センター,ヤマグチシトクヂコウレイシャ・ワカモノカッセイカセンター,,352039,120000,山口県山口市徳地堀1565-1,山口県,山口市,徳地堀,1565ｰ1,,34.190589,131.659651,,,1階カウンター付近,(0835)52-1772,,,,,,,,月火水木金土日,9:00,18:00,年末年始(12月31日から1月5日)は休日,,"https://www.city.yamaguchi.lg.jp/map/53476.html
https://www.facebook.com/1092nandaimon/",,,,,,https://www.facebook.com/1092nandaimon/
352039,FF2099000217,山口県山口市,森林セラピー山口,シンリンセラピーヤマグチ,,352039,115000,山口県山口市徳地野谷1842,山口県,山口市,徳地野谷,1842,,34.290458,131.651061,,,1階廊下,(0835)56-5234,,,,,,,,月火水木金,8:30,17:15,原則として土日、祝日、年末年始は休館。,,http://www.shinrin-therapy-yamaguchi.jp/,,,,,,
352039,FF2099000218,山口県山口市,十朋亭維新館,ジッポウテイイシンカン,,352039,91000,山口県山口市下竪小路112,山口県,山口市,下竪小路,112,,34.1821,131.47978,,,本館１階玄関,(083)902-1688,,,,,,,,月水木金土日,9:00,17:00,火曜が祝日の場合は祝祭日でない次の平日、年末年始を除く,無,https://jippotei-ishinkan.jp/,,,,,,
352039,FF2099000219,山口県山口市,産業交流拠点施設,サンギョウコウリュウキョテンシセツ,,352039,180001,山口県山口市小郡令和一丁目1ｰ1,山口県,山口市,小郡令和一丁目,1ｰ1,,34.093063,131.394306,,,１階ホール受付前,(083)-902-6727,,,,,,,,月火水木金土日,9:00,22:00,第２・４火曜日、年末年始　休館,,,,,,,,
352039,FF2099000220,山口県山口市,やまぐち子育て福祉総合センター,ヤマグチコソダテフクシソウゴウセンター,,352039,9001,山口県山口市旭通り一丁目6-19,山口県,山口市,旭通り一丁目,6ｰ19,,34.168632,131.47116,,,2階事務室,(083)922-0855,,,,,,,,月火水木金,8:30,17:15,土、日曜日、祝日、年末年始は利用不可。,有,,,,,,,